,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
115,81.21.86.170,"{""ips"":[""81.21.86.170""],""results"":[{""resolvedDomains"":[{""ip"":""81.21.86.170"",""date"":""Jun 6, 2024, 1:40:56 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1360352916,""end_ip_int"":1360352951,""start_ip"":""81.21.86.148"",""end_ip"":""81.21.86.183""},""connectivity"":{""continent"":""asia"",""country"":""azerbaijan"",""country_code"":""az"",""country_cf"":86,""region"":"""",""state"":""baku"",""state_code"":"""",""state_cf"":0,""city"":""baku"",""city_cf"":61,""postal_code"":""az1001"",""postal_code_cf"":0,""area_code"":0,""time_zone"":4.0,""latitude"":40.3789,""longitude"":49.84,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":39280,""tld"":"""",""sld"":"""",""organization"":""ultel llc"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""ultel llc"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/81.21.86.170"",""asn"":39280,""country"":""AZ"",""asOwner"":""Ultel LLC"",""network"":""81.21.80.0/20""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
116,104.248.126.65,"{""ips"":[""104.248.126.65""],""results"":[{""resolvedDomains"":[{""ip"":""104.248.126.65"",""date"":""Jun 6, 2024, 2:08:20 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""NEUSTAR"":[{""representation"":{""start_ip_int"":1761115678,""end_ip_int"":1761115743,""start_ip"":""104.248.126.30"",""end_ip"":""104.248.126.95""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":60,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":50,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":"""",""sld"":"""",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":28,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/104.248.126.65"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""network"":""104.248.0.0/16""},""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-17,digital ocean,true,1,28,0,64,0,[]
117,179.60.149.111,"{""ips"":[""179.60.149.111""],""results"":[{""resolvedDomains"":[{""ip"":""179.60.149.111"",""date"":""Jun 6, 2024, 2:08:21 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":3007091968,""end_ip_int"":3007092223,""start_ip"":""179.60.149.0"",""end_ip"":""179.60.149.255""},""connectivity"":{""continent"":""north america"",""country"":""panama"",""country_code"":""pa"",""country_cf"":99,""region"":"""",""state"":""panama"",""state_code"":"""",""state_cf"":0,""city"":""panama"",""city_cf"":80,""postal_code_cf"":0,""area_code"":0,""time_zone"":-5.0,""latitude"":8.9943,""longitude"":-79.5188,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":395839,""tld"":""mobi"",""sld"":""safe-vpn"",""organization"":""safe vpn s.a."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""hostkey"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":28,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/179.60.149.111"",""asn"":395839,""country"":""NI"",""asOwner"":""HOSTKEY-USA"",""network"":""179.60.149.0/24""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,true,2,28,0,63,0,[]
118,43.224.128.221,"{""ips"":[""43.224.128.221""],""results"":[{""resolvedDomains"":[{""ip"":""43.224.128.221"",""date"":""Jun 6, 2024, 2:08:22 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":736133328,""end_ip_int"":736133375,""start_ip"":""43.224.128.208"",""end_ip"":""43.224.128.255""},""connectivity"":{""continent"":""asia"",""country"":""india"",""country_code"":""in"",""country_cf"":99,""region"":"""",""state"":""karnataka"",""state_code"":""ka"",""state_cf"":0,""city"":""bengaluru"",""city_cf"":90,""postal_code"":""560027"",""postal_code_cf"":2,""area_code"":0,""time_zone"":5.5,""latitude"":12.9587,""longitude"":77.5935,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":56268,""tld"":"""",""sld"":"""",""organization"":""northeast dataa network pvt ltd"",""organization_type"":""Internet Service Provider"",""naics_code"":""517311"",""isic_code"":""J6110"",""carrier"":""northeast dataa network pvt ltd"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":1,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/43.224.128.221"",""asn"":56268,""country"":""IN"",""asOwner"":""Northeast Dataa Network Pvt Ltd"",""network"":""43.224.128.0/22"",""jarm"":""2ad2ad16d00000022c2ad2ad2ad2adbc07bc352a188303b518c8a273c71220""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,1,62,0,[]
119,51.159.103.25,"{""ips"":[""51.159.103.25""],""results"":[{""resolvedDomains"":[{""ip"":""51.159.103.25"",""date"":""Jun 6, 2024, 2:08:24 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":866084624,""end_ip_int"":866084766,""start_ip"":""51.159.103.16"",""end_ip"":""51.159.103.158""},""connectivity"":{""continent"":""europe"",""country"":""france"",""country_code"":""fr"",""country_cf"":60,""region"":""ile-de-france"",""state"":""paris"",""state_code"":""75"",""state_cf"":0,""city"":""paris"",""city_cf"":50,""postal_code"":""75008"",""postal_code_cf"":2,""area_code"":0,""time_zone"":1.0,""latitude"":48.8814,""longitude"":2.3365,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":12876,""tld"":""cloud"",""sld"":""scw"",""organization"":""online sas"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""scaleway s.a.s."",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/51.159.103.25"",""asn"":12876,""country"":""FR"",""asOwner"":""Scaleway S.a.s."",""network"":""51.158.0.0/15""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
120,20.106.240.117,"{""ips"":[""20.106.240.117""],""results"":[{""resolvedDomains"":[{""ip"":""20.106.240.117"",""date"":""Jun 6, 2024, 2:08:25 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""NEUSTAR"":[{""representation"":{""start_ip_int"":342552640,""end_ip_int"":342552831,""start_ip"":""20.106.240.64"",""end_ip"":""20.106.240.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.106.240.117"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.64.0.0/10""},""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
121,45.12.146.186,"{""ips"":[""45.12.146.186""],""results"":[{""resolvedDomains"":[{""ip"":""45.12.146.186"",""date"":""Jun 6, 2024, 2:08:26 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":755798656,""end_ip_int"":755798783,""start_ip"":""45.12.146.128"",""end_ip"":""45.12.146.255""},""connectivity"":{""continent"":""europe"",""country"":""spain"",""country_code"":""es"",""country_cf"":99,""region"":""comunidad de madrid"",""state"":""madrid"",""state_code"":""m"",""state_cf"":0,""city"":""madrid"",""city_cf"":95,""postal_code"":""28001"",""postal_code_cf"":4,""area_code"":0,""time_zone"":1.0,""latitude"":40.4167,""longitude"":-3.7003,""dma"":0,""consistency_code"":1,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":44477,""tld"":""com"",""sld"":""bigecard"",""organization"":""ithostline ltd"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""stark industries solutions ltd"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":32,""suspicious"":0,""harmless"":61,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/45.12.146.186"",""asn"":44477,""country"":""US"",""asOwner"":""Stark Industries Solutions Ltd"",""network"":""45.12.144.0/22""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,0,32,0,61,0,[]
122,159.203.78.63,"{""ips"":[""159.203.78.63""],""results"":[{""resolvedDomains"":[{""ip"":""159.203.78.63"",""date"":""Jun 6, 2024, 2:08:28 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""NEUSTAR"":[{""representation"":{""start_ip_int"":2680901120,""end_ip_int"":2680901247,""start_ip"":""159.203.78.0"",""end_ip"":""159.203.78.127""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":76,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":50,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":"""",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":28,""suspicious"":0,""harmless"":65,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""1"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""10+"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""R3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2022-08-03 12:32:15"",""not_before"":""2022-05-05 12:32:16""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/159.203.78.63"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""May 05, 2022, 09:37:19 AM"",""network"":""159.203.0.0/16"",""jarm"":""07d14d16d21d21d00042d41d00041d47e4e0ae17960b2a5b4fd6107fbb0926""},""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-17,digital ocean,true,0,28,0,65,0,[]
123,159.89.191.98,"{""ips"":[""159.89.191.98""],""results"":[{""resolvedDomains"":[{""ip"":""159.89.191.98"",""date"":""Jun 6, 2024, 2:08:30 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""NEUSTAR"":[{""representation"":{""start_ip_int"":2673458944,""end_ip_int"":2673459199,""start_ip"":""159.89.191.0"",""end_ip"":""159.89.191.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":60,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":50,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":"""",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""Let\u0027s Encrypt Authority X3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2019-12-23 00:32:02"",""not_before"":""2019-09-24 00:32:02""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/159.89.191.98"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""Sep 23, 2019, 09:38:34 PM"",""network"":""159.89.128.0/17""},""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-17,digital ocean,true,0,93,0,0,0,[]
124,94.232.43.133,"{""ips"":[""94.232.43.133""],""results"":[{""resolvedDomains"":[{""ip"":""94.232.43.133"",""date"":""Jun 6, 2024, 2:08:31 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":1592273664,""end_ip_int"":1592274175,""start_ip"":""94.232.43.0"",""end_ip"":""94.232.44.255""},""connectivity"":{""continent"":""europe"",""country"":""netherlands"",""country_code"":""nl"",""country_cf"":86,""region"":"""",""state"":""noord-holland"",""state_code"":""nh"",""state_cf"":0,""city"":""amsterdam"",""city_cf"":50,""postal_code"":""1101"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":52.3091,""longitude"":4.94019,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":208091,""tld"":"""",""sld"":"""",""organization"":""dmitriy panchenko"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""xhost internet solutions lp"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/94.232.43.133"",""asn"":208091,""country"":""RU"",""asOwner"":""Xhost Internet Solutions Lp"",""network"":""94.232.40.0/22""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,1,29,0,63,0,[]
125,65.223.141.94,"{""ips"":[""65.223.141.94""],""results"":[{""resolvedDomains"":[{""ip"":""65.223.141.94"",""date"":""Jun 6, 2024, 2:08:32 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":1105169740,""end_ip_int"":1105169791,""start_ip"":""65.223.141.76"",""end_ip"":""65.223.141.127""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":97,""region"":""northeast"",""state"":""massachusetts"",""state_code"":""ma"",""state_cf"":0,""city"":""boston"",""city_cf"":77,""postal_code"":""02118"",""postal_code_cf"":4,""area_code"":617,""time_zone"":-5.0,""latitude"":42.337,""longitude"":-71.072,""dma"":506,""consistency_code"":4,""radius"":52.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":701,""tld"":""net"",""sld"":""alter"",""organization"":""verizon"",""organization_type"":""Internet Service Provider"",""naics_code"":""517311"",""isic_code"":""J6110"",""carrier"":""verizon"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":32,""suspicious"":0,""harmless"":61,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/65.223.141.94"",""asn"":701,""country"":""US"",""asOwner"":""UUNET"",""network"":""65.223.141.0/24""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,false,0,32,0,61,0,[]
